,DeCAF_6,DeCAF_5,Late-fusion x Content,Graph-based Saliency,GIST,L*a*b* Histogram,MC-bit
AVA Rating,0.6855610321832415,0.7793563351696143,0.5935778486517831,0.5386343867787765,0.5576978834444767,0.5735720498695274,0.8427080313134242
